Date1,Answer1,Interval,Ease factor,Time to answer1,Review type1,Date2,Answer2,Time to answer2,Review type2,Card ID 
2020-11-24 09:16:31,3,22,2.5,6.756,Review,2020-12-17 01:22:28,3,6.366,Review,1604944297515
2020-12-17 01:22:28,3,58,2.5,6.366,Review,2021-02-12 11:44:53,3,4.568,Review,1604944297515
2021-02-12 11:44:53,3,138,2.5,4.568,Review,2021-06-30 23:23:05,3,9.844,Review,1604944297515
2020-11-10 10:23:35,3,0.006944444444444444,0.0,5.943,Learn,2020-11-10 10:28:51,3,7.012,Learn,1604944362932
2020-11-10 10:28:51,3,1,2.5,7.012,Learn,2020-11-11 14:04:11,3,7.478,Review,1604944362932
2020-11-11 14:04:11,3,2,2.5,7.478,Review,2020-11-13 13:59:54,1,7.452,Review,1604944362932
2020-11-13 13:59:54,1,0.006944444444444444,2.3,7.452,Review,2020-11-13 14:00:08,3,4.664,Relearn,1604944362932
2020-11-13 14:00:08,3,1,2.3,4.664,Relearn,2020-11-14 11:09:15,3,3.198,Review,1604944362932
2020-11-14 11:09:15,3,4,2.3,3.198,Review,2020-11-18 14:40:05,3,4.913,Review,1604944362932
2020-11-18 14:40:05,3,9,2.3,4.913,Review,2020-11-27 21:23:06,3,8.216,Review,1604944362932
2020-11-27 21:23:06,3,21,2.3,8.216,Review,2020-12-18 11:32:06,3,8.066,Review,1604944362932
2020-12-18 11:32:06,3,45,2.3,8.066,Review,2021-02-01 12:15:01,3,6.066,Review,1604944362932
2021-02-01 12:15:01,3,104,2.3,6.066,Review,2021-05-16 19:55:38,3,9.207,Review,1604944362932
2020-11-09 23:12:14,1,0.0006944444444444445,0.0,24.37,Learn,2020-11-09 23:13:29,3,11.607,Learn,1604952522647
2020-11-09 23:13:29,3,0.006944444444444444,0.0,11.607,Learn,2020-11-09 23:20:13,3,17.316,Learn,1604952522647
2020-11-09 23:20:13,3,1,2.5,17.316,Learn,2020-11-10 10:24:20,3,10.168,Review,1604952522647
2020-11-10 10:24:20,3,3,2.5,10.168,Review,2020-11-13 13:59:59,3,5.744,Review,1604952522647
2020-11-13 13:59:59,3,5,2.5,5.744,Review,2020-11-18 14:45:32,3,4.843,Review,1604952522647
2020-11-18 14:45:32,3,13,2.5,4.843,Review,2020-12-01 14:05:46,3,10.725,Review,1604952522647
2020-12-01 14:05:46,3,34,2.5,10.725,Review,2021-01-04 11:52:00,1,7.423,Review,1604952522647
2021-01-04 11:52:00,1,0.006944444444444444,2.3,7.423,Review,2021-01-04 11:57:49,3,6.921,Relearn,1604952522647
2021-01-04 11:57:49,3,1,2.3,6.921,Relearn,2021-01-05 12:29:25,3,5.005,Review,1604952522647
2021-01-05 12:29:25,3,3,2.3,5.005,Review,2021-01-08 12:45:42,3,4.427,Review,1604952522647
2021-01-08 12:45:42,3,6,2.3,4.427,Review,2021-01-14 15:34:24,3,4.467,Review,1604952522647
2021-01-14 15:34:24,3,14,2.3,4.467,Review,2021-01-28 11:41:02,3,49.202,Review,1604952522647
2021-01-28 11:41:02,3,30,2.3,49.202,Review,2021-02-27 19:25:55,3,4.769,Review,1604952522647
2021-02-27 19:25:55,3,65,2.3,4.769,Review,2021-05-03 18:48:36,3,11.765,Review,1604952522647
2021-05-03 18:48:36,3,154,2.3,11.765,Review,2021-10-04 21:14:09,3,6.434,Review,1604952522647
2020-11-09 23:12:32,3,0.006944444444444444,0.0,7.84,Learn,2020-11-09 23:19:28,3,8.303,Learn,1604952556189
2020-11-09 23:19:28,3,1,2.5,8.303,Learn,2020-11-10 10:28:11,3,4.965,Review,1604952556189
2020-11-10 10:28:11,3,4,2.5,4.965,Review,2020-11-14 11:08:21,3,7.093,Review,1604952556189
2020-11-14 11:08:21,3,11,2.5,7.093,Review,2020-11-25 14:03:07,3,7.023,Review,1604952556189
2020-11-25 14:03:07,3,31,2.5,7.023,Review,2020-12-26 13:00:00,3,4.321,Review,1604952556189
2020-12-26 13:00:00,3,79,2.5,4.321,Review,2021-03-15 13:44:29,3,11.701,Review,1604952556189
2021-03-15 13:44:29,3,193,2.5,11.701,Review,2021-09-24 08:46:37,3,8.679,Review,1604952556189
2020-11-10 10:23:19,3,0.006944444444444444,0.0,8.119,Learn,2020-11-10 10:28:44,3,5.762,Learn,1604952727641
2020-11-10 10:28:44,3,1,2.5,5.762,Learn,2020-11-11 14:04:03,3,10.21,Review,1604952727641
2020-11-11 14:04:03,3,4,2.5,10.21,Review,2020-11-15 14:02:12,3,7.011,Review,1604952727641
2020-11-15 14:02:12,3,9,2.5,7.011,Review,2020-11-24 09:15:57,3,11.233,Review,1604952727641
2020-11-24 09:15:57,3,23,2.5,11.233,Review,2020-12-17 13:17:19,3,7.929,Review,1604952727641
2020-12-17 13:17:19,3,60,2.5,7.929,Review,2021-02-15 11:18:23,3,13.479,Review,1604952727641
2021-02-15 11:18:23,3,145,2.5,13.479,Review,2021-07-11 16:20:42,3,14.699,Review,1604952727641
2020-11-09 23:09:12,4,4,2.5,15.007,Learn,2020-11-13 13:58:01,3,5.706,Review,1604952743933
2020-11-13 13:58:01,3,8,2.5,5.706,Review,2020-11-21 13:53:02,3,4.487,Review,1604952743933
2020-11-21 13:53:02,3,22,2.5,4.487,Review,2020-12-13 13:48:40,3,7.03,Review,1604952743933
2020-12-13 13:48:40,3,53,2.5,7.03,Review,2021-02-04 10:52:38,3,3.536,Review,1604952743933
2021-02-04 10:52:38,3,136,2.5,3.536,Review,2021-06-20 10:32:49,3,5.518,Review,1604952743933
2020-11-10 10:24:03,3,0.006944444444444444,0.0,11.436,Learn,2020-11-10 10:29:00,3,9.065,Learn,1604952804174
2020-11-10 10:29:00,3,1,2.5,9.065,Learn,2020-11-11 14:05:03,1,26.27,Review,1604952804174
2020-11-11 14:05:03,1,0.006944444444444444,2.3,26.27,Review,2020-11-11 14:06:50,3,6.588,Relearn,1604952804174
2020-11-11 14:06:50,3,1,2.3,6.588,Relearn,2020-11-12 14:19:15,3,8.915,Review,1604952804174
2020-11-12 14:19:15,3,3,2.3,8.915,Review,2020-11-15 14:02:23,3,10.921,Review,1604952804174
2020-11-15 14:02:23,3,7,2.3,10.921,Review,2020-11-22 10:23:40,3,12.701,Review,1604952804174
2020-11-22 10:23:40,3,16,2.3,12.701,Review,2020-12-08 09:06:06,3,9.519,Review,1604952804174
2020-12-08 09:06:06,3,36,2.3,9.519,Review,2021-01-13 10:52:30,3,9.248,Review,1604952804174
2021-01-13 10:52:30,3,76,2.3,9.248,Review,2021-03-31 06:04:37,3,8.738,Review,1604952804174
2021-03-31 06:04:37,3,174,2.3,8.738,Review,2021-09-22 07:46:16,3,26.837,Review,1604952804174
2020-11-09 23:11:09,1,0.0006944444444444445,0.0,11.567,Learn,2020-11-09 23:12:18,3,3.729,Learn,1604952827639
2020-11-09 23:12:18,3,0.006944444444444444,0.0,3.729,Learn,2020-11-09 23:19:14,3,4.926,Learn,1604952827639
2020-11-09 23:19:14,3,1,2.5,4.926,Learn,2020-11-10 10:28:33,3,6.383,Review,1604952827639
2020-11-10 10:28:33,3,2,2.5,6.383,Review,2020-11-12 14:18:16,3,9.183,Review,1604952827639
2020-11-12 14:18:16,3,4,2.5,9.183,Review,2020-11-16 16:07:14,3,4.4,Review,1604952827639
2020-11-16 16:07:14,3,11,2.5,4.4,Review,2020-11-27 21:20:51,1,14.344,Review,1604952827639
2020-11-27 21:20:51,1,0.006944444444444444,2.3,14.344,Review,2020-11-27 21:25:42,3,2.856,Relearn,1604952827639
2020-11-27 21:25:42,3,2,2.3,2.856,Relearn,2020-11-29 10:26:14,3,3.833,Review,1604952827639
2020-11-29 10:26:14,3,5,2.3,3.833,Review,2020-12-04 14:47:14,3,4.798,Review,1604952827639
2020-12-04 14:47:14,3,12,2.3,4.798,Review,2020-12-17 01:22:42,1,6.642,Review,1604952827639
2020-12-17 01:22:42,1,0.006944444444444444,2.1,6.642,Review,2020-12-17 01:25:44,3,2.384,Relearn,1604952827639
2020-12-17 01:25:44,3,1,2.1,2.384,Relearn,2020-12-17 13:17:27,3,2.4,Review,1604952827639
2020-12-17 13:17:27,3,3,2.1,2.4,Review,2020-12-20 12:02:44,3,4.677,Review,1604952827639
2020-12-20 12:02:44,3,7,2.1,4.677,Review,2020-12-27 11:47:55,1,4.318,Review,1604952827639
2020-12-27 11:47:55,1,0.006944444444444444,1.9,4.318,Review,2020-12-27 11:52:02,3,2.516,Relearn,1604952827639
2020-12-27 11:52:02,3,1,1.9,2.516,Relearn,2020-12-28 11:37:10,3,2.355,Review,1604952827639
2020-12-28 11:37:10,3,3,1.9,2.355,Review,2020-12-31 11:01:03,3,2.286,Review,1604952827639
2020-12-31 11:01:03,3,4,1.9,2.286,Review,2021-01-04 11:51:37,3,1.935,Review,1604952827639
2021-01-04 11:51:37,3,5,1.9,1.935,Review,2021-01-09 13:33:38,3,2.808,Review,1604952827639
2021-01-09 13:33:38,3,7,1.9,2.808,Review,2021-01-16 23:13:01,3,3.044,Review,1604952827639
2021-01-16 23:13:01,3,13,1.9,3.044,Review,2021-01-29 10:07:14,3,2.801,Review,1604952827639
2021-01-29 10:07:14,3,23,1.9,2.801,Review,2021-02-21 09:36:30,3,7.475,Review,1604952827639
2021-02-21 09:36:30,3,47,1.9,7.475,Review,2021-04-09 17:15:25,3,6.932,Review,1604952827639
2021-04-09 17:15:25,3,90,1.9,6.932,Review,2021-07-09 00:28:32,3,2.187,Review,1604952827639
2021-07-09 00:28:32,3,170,1.9,2.187,Review,2021-12-26 00:40:34,3,6.695,Review,1604952827639
2020-11-09 23:10:42,3,0.006944444444444444,0.0,16.81,Learn,2020-11-09 23:15:48,3,6.576,Learn,1604952879062
2020-11-09 23:15:48,3,1,2.5,6.576,Learn,2020-11-10 10:23:11,3,6.953,Review,1604952879062
2020-11-10 10:23:11,3,4,2.5,6.953,Review,2020-11-14 11:08:51,3,4.583,Review,1604952879062
2020-11-14 11:08:51,3,10,2.5,4.583,Review,2020-11-24 09:16:24,3,7.902,Review,1604952879062
2020-11-24 09:16:24,3,26,2.5,7.902,Review,2020-12-20 12:03:40,3,5.495,Review,1604952879062
2020-12-20 12:03:40,3,63,2.5,5.495,Review,2021-02-21 09:43:43,3,6.187,Review,1604952879062
2021-02-21 09:43:43,3,162,2.5,6.187,Review,2021-08-02 22:16:01,3,60.0,Review,1604952879062
2020-11-09 23:13:02,3,0.006944444444444444,0.0,15.972,Learn,2020-11-09 23:19:45,3,11.16,Learn,1604952966072
2020-11-09 23:19:45,3,1,2.5,11.16,Learn,2020-11-10 10:24:57,3,12.807,Review,1604952966072
2020-11-10 10:24:57,3,4,2.5,12.807,Review,2020-11-14 11:09:24,3,9.56,Review,1604952966072
2020-11-14 11:09:24,3,9,2.5,9.56,Review,2020-11-23 14:10:00,3,44.774,Review,1604952966072
2020-11-23 14:10:00,3,24,2.5,44.774,Review,2020-12-17 13:18:32,3,9.003,Review,1604952966072
2020-12-17 13:18:32,3,63,2.5,9.003,Review,2021-02-18 21:59:14,2,10.908,Review,1604952966072
2021-02-18 21:59:14,2,74,2.35,10.908,Review,2021-05-03 09:18:45,3,7.296,Review,1604952966072
2021-05-03 09:18:45,3,176,2.35,7.296,Review,2021-10-27 23:31:36,3,4.917,Review,1604952966072
2020-11-09 23:09:25,4,3,2.5,3.708,Learn,2020-11-12 14:19:00,3,8.412,Review,1604953109962
2020-11-12 14:19:00,3,9,2.5,8.412,Review,2020-11-21 13:54:12,3,7.998,Review,1604953109962
2020-11-21 13:54:12,3,23,2.5,7.998,Review,2020-12-14 09:23:30,3,8.556,Review,1604953109962
2020-12-14 09:23:30,3,55,2.5,8.556,Review,2021-02-07 12:04:51,1,7.908,Review,1604953109962
2021-02-07 12:04:51,1,0.006944444444444444,2.3,7.908,Review,2021-02-07 12:43:38,3,2.086,Relearn,1604953109962
2021-02-07 12:43:38,3,1,2.3,2.086,Relearn,2021-02-08 12:16:42,3,3.034,Review,1604953109962
2021-02-08 12:16:42,3,4,2.3,3.034,Review,2021-02-12 11:48:31,3,3.202,Review,1604953109962
2021-02-12 11:48:31,3,10,2.3,3.202,Review,2021-02-22 09:46:44,3,7.534,Review,1604953109962
2021-02-22 09:46:44,3,25,2.3,7.534,Review,2021-03-19 13:04:02,3,2.899,Review,1604953109962
2021-03-19 13:04:02,3,57,2.3,2.899,Review,2021-05-15 09:06:14,1,7.353,Review,1604953109962
2021-05-15 09:06:14,1,0.006944444444444444,2.1,7.353,Review,2021-05-15 09:06:50,3,2.211,Relearn,1604953109962
2021-05-15 09:06:50,3,1,2.1,2.211,Relearn,2021-05-16 19:55:49,3,2.657,Review,1604953109962
2021-05-16 19:55:49,3,2,2.1,2.657,Review,2021-05-18 09:41:37,3,5.607,Review,1604953109962
2021-05-18 09:41:37,3,5,2.1,5.607,Review,2021-05-23 08:29:06,3,2.68,Review,1604953109962
2021-05-23 08:29:06,3,9,2.1,2.68,Review,2021-06-01 09:18:19,3,3.865,Review,1604953109962
2021-06-01 09:18:19,3,20,2.1,3.865,Review,2021-06-22 10:57:59,3,7.435,Review,1604953109962
2021-06-22 10:57:59,3,42,2.1,7.435,Review,2021-08-05 10:54:28,3,3.357,Review,1604953109962
2021-08-05 10:54:28,3,90,2.1,3.357,Review,2021-11-03 10:58:48,3,55.377,Review,1604953109962
2020-11-09 23:13:17,3,0.006944444444444444,0.0,6.384,Learn,2020-11-09 23:19:56,3,4.661,Learn,1604953236795
2020-11-09 23:19:56,3,1,2.5,4.661,Learn,2020-11-10 10:27:49,3,5.684,Review,1604953236795
2020-11-10 10:27:49,3,2,2.5,5.684,Review,2020-11-12 14:19:32,3,3.914,Review,1604953236795
2020-11-12 14:19:32,3,5,2.5,3.914,Review,2020-11-17 14:09:46,4,4.44,Review,1604953236795
2020-11-17 14:09:46,4,16,2.65,4.44,Review,2020-12-03 21:00:49,3,4.707,Review,1604953236795
2020-12-03 21:00:49,3,45,2.65,4.707,Review,2021-01-17 12:03:52,3,11.144,Review,1604953236795
2021-01-17 12:03:52,3,114,2.65,11.144,Review,2021-05-11 21:52:02,3,4.548,Review,1604953236795
2020-11-10 10:26:27,3,0.006944444444444444,0.0,15.244,Learn,2020-11-10 10:29:23,3,3.423,Learn,1604953364288
2020-11-10 10:29:23,3,1,2.5,3.423,Learn,2020-11-11 14:04:36,3,7.034,Review,1604953364288
2020-11-11 14:04:36,3,4,2.5,7.034,Review,2020-11-15 14:02:46,3,5.35,Review,1604953364288
2020-11-15 14:02:46,3,12,2.5,5.35,Review,2020-11-27 21:20:32,3,5.641,Review,1604953364288
2020-11-27 21:20:32,3,31,2.5,5.641,Review,2020-12-28 11:38:31,3,6.428,Review,1604953364288
2020-12-28 11:38:31,3,74,2.5,6.428,Review,2021-03-12 04:09:23,3,5.859,Review,1604953364288
2021-03-12 04:09:23,3,176,2.5,5.859,Review,2021-09-04 20:49:13,3,4.976,Review,1604953364288
2020-11-09 23:12:24,3,0.006944444444444444,0.0,6.486,Learn,2020-11-09 23:19:20,3,5.688,Learn,1604953406858
2020-11-09 23:19:20,3,1,2.5,5.688,Learn,2020-11-10 10:24:44,3,4.282,Review,1604953406858
2020-11-10 10:24:44,3,2,2.5,4.282,Review,2020-11-12 14:17:57,3,4.173,Review,1604953406858
2020-11-12 14:17:57,3,6,2.5,4.173,Review,2020-11-18 14:45:35,4,3.35,Review,1604953406858
2020-11-18 14:45:35,4,21,2.65,3.35,Review,2020-12-09 10:14:22,4,4.122,Review,1604953406858
2020-12-09 10:14:22,4,67,2.8,4.122,Review,2021-02-14 13:30:51,3,4.453,Review,1604953406858
2021-02-14 13:30:51,3,182,2.8,4.453,Review,2021-08-18 00:00:50,3,6.516,Review,1604953406858
2020-11-09 23:10:17,3,0.006944444444444444,0.0,11.373,Learn,2020-11-09 23:15:33,3,2.946,Learn,1604953426878
2020-11-09 23:15:33,3,1,2.5,2.946,Learn,2020-11-10 10:25:23,3,4.152,Review,1604953426878
2020-11-10 10:25:23,3,3,2.5,4.152,Review,2020-11-13 13:57:51,3,3.402,Review,1604953426878
2020-11-13 13:57:51,3,8,2.5,3.402,Review,2020-11-21 13:51:30,3,3.769,Review,1604953426878
2020-11-21 13:51:30,3,21,2.5,3.769,Review,2020-12-12 17:16:40,3,3.151,Review,1604953426878
2020-12-12 17:16:40,3,51,2.5,3.151,Review,2021-02-01 12:13:26,3,18.251,Review,1604953426878
2021-02-01 12:13:26,3,124,2.5,18.251,Review,2021-06-05 10:07:29,2,10.073,Review,1604953426878
2021-06-05 10:07:29,2,147,2.35,10.073,Review,2021-10-30 20:15:22,3,2.587,Review,1604953426878
2020-11-10 10:24:40,3,0.006944444444444444,0.0,20.095,Learn,2020-11-10 10:29:12,3,12.063,Learn,1604957049300
2020-11-10 10:29:12,3,1,2.5,12.063,Learn,2020-11-11 14:05:45,3,33.536,Review,1604957049300
2020-11-11 14:05:45,3,4,2.5,33.536,Review,2020-11-15 14:01:21,3,11.598,Review,1604957049300
2020-11-15 14:01:21,3,9,2.5,11.598,Review,2020-11-24 09:16:54,3,22.58,Review,1604957049300
2020-11-24 09:16:54,3,25,2.5,22.58,Review,2020-12-19 17:56:07,3,16.843,Review,1604957049300
2020-12-19 17:56:07,3,60,2.5,16.843,Review,2021-02-17 10:19:37,3,60.0,Review,1604957049300
2021-02-17 10:19:37,3,146,2.5,60.0,Review,2021-07-14 01:15:48,3,29.835,Review,1604957049300
2020-11-09 23:11:49,3,0.006944444444444444,0.0,40.895,Learn,2020-11-09 23:19:09,3,25.169,Learn,1604958325261
2020-11-09 23:19:09,3,1,2.5,25.169,Learn,2020-11-10 10:27:43,3,15.167,Review,1604958325261
2020-11-10 10:27:43,3,3,2.5,15.167,Review,2020-11-13 13:58:42,3,18.05,Review,1604958325261
2020-11-13 13:58:42,3,6,2.5,18.05,Review,2020-11-19 13:51:44,3,12.608,Review,1604958325261
2020-11-19 13:51:44,3,16,2.5,12.608,Review,2020-12-05 10:33:37,3,9.187,Review,1604958325261
2020-12-05 10:33:37,3,42,2.5,9.187,Review,2021-01-16 23:13:14,3,12.867,Review,1604958325261
2021-01-16 23:13:14,3,108,2.5,12.867,Review,2021-05-04 15:24:03,2,60.0,Review,1604958325261
2021-05-04 15:24:03,2,129,2.35,60.0,Review,2021-09-10 23:32:07,3,37.824,Review,1604958325261
2020-11-10 10:28:06,3,0.006944444444444444,0.0,17.317,Learn,2020-11-10 10:29:38,3,7.632,Learn,1604958476691
2020-11-10 10:29:38,3,1,2.5,7.632,Learn,2020-11-11 14:05:12,3,9.203,Review,1604958476691
2020-11-11 14:05:12,3,4,2.5,9.203,Review,2020-11-15 14:03:09,3,10.879,Review,1604958476691
2020-11-15 14:03:09,3,8,2.5,10.879,Review,2020-11-23 14:10:49,3,7.667,Review,1604958476691
2020-11-23 14:10:49,3,22,2.5,7.667,Review,2020-12-15 10:58:52,3,29.556,Review,1604958476691
2020-12-15 10:58:52,3,51,2.5,29.556,Review,2021-02-04 11:10:15,3,42.142,Review,1604958476691
2021-02-04 11:10:15,3,122,2.5,42.142,Review,2021-06-06 23:19:00,3,28.027,Review,1604958476691
2020-11-09 23:10:57,3,0.006944444444444444,0.0,14.62,Learn,2020-11-09 23:15:55,3,6.928,Learn,1604959039712
2020-11-09 23:15:55,3,1,2.5,6.928,Learn,2020-11-10 10:26:40,3,7.667,Review,1604959039712
2020-11-10 10:26:40,3,4,2.5,7.667,Review,2020-11-14 11:08:06,3,8.614,Review,1604959039712
2020-11-14 11:08:06,3,10,2.5,8.614,Review,2020-11-24 09:15:46,3,13.479,Review,1604959039712
2020-11-24 09:15:46,3,22,2.5,13.479,Review,2020-12-17 01:20:40,3,6.567,Review,1604959039712
2020-12-17 01:20:40,3,53,2.5,6.567,Review,2021-02-07 12:04:34,3,6.908,Review,1604959039712
2021-02-07 12:04:34,3,130,2.5,6.908,Review,2021-06-17 17:28:26,3,3.623,Review,1604959039712
2020-11-10 10:25:58,3,0.006944444444444444,0.0,10.618,Learn,2020-11-10 10:29:20,3,2.75,Learn,1604959135745
2020-11-10 10:29:20,3,1,2.5,2.75,Learn,2020-11-11 14:04:13,3,2.821,Review,1604959135745
2020-11-11 14:04:13,3,4,2.5,2.821,Review,2020-11-15 14:01:42,3,3.992,Review,1604959135745
2020-11-15 14:01:42,3,8,2.5,3.992,Review,2020-11-23 14:10:52,3,3.012,Review,1604959135745
2020-11-23 14:10:52,3,19,2.5,3.012,Review,2020-12-12 17:16:37,3,2.897,Review,1604959135745
2020-12-12 17:16:37,3,50,2.5,2.897,Review,2021-01-31 13:26:23,3,3.632,Review,1604959135745
2021-01-31 13:26:23,3,130,2.5,3.632,Review,2021-06-10 20:50:47,1,28.039,Review,1604959135745
2021-06-10 20:50:47,1,0.006944444444444444,2.3,28.039,Review,2021-06-10 20:55:42,3,2.124,Relearn,1604959135745
2021-06-10 20:55:42,3,1,2.3,2.124,Relearn,2021-06-11 13:42:09,3,2.019,Review,1604959135745
2021-06-11 13:42:09,3,3,2.3,2.019,Review,2021-06-14 23:25:33,3,1.987,Review,1604959135745
2021-06-14 23:25:33,3,5,2.3,1.987,Review,2021-06-19 23:16:56,3,1.893,Review,1604959135745
2021-06-19 23:16:56,3,13,2.3,1.893,Review,2021-07-03 00:31:43,3,2.478,Review,1604959135745
2021-07-03 00:31:43,3,30,2.3,2.478,Review,2021-08-01 10:40:34,3,2.149,Review,1604959135745
2021-08-01 10:40:34,3,70,2.3,2.149,Review,2021-10-11 21:25:25,3,3.314,Review,1604959135745
2020-11-10 10:26:57,3,0.006944444444444444,0.0,16.615,Learn,2020-11-10 10:29:31,3,7.199,Learn,1604959214723
2020-11-10 10:29:31,3,1,2.5,7.199,Learn,2020-11-11 14:04:29,3,9.728,Review,1604959214723
2020-11-11 14:04:29,3,3,2.5,9.728,Review,2020-11-14 11:07:58,3,7.337,Review,1604959214723
2020-11-14 11:07:58,3,6,2.5,7.337,Review,2020-11-20 09:53:14,3,5.5,Review,1604959214723
2020-11-20 09:53:14,3,15,2.5,5.5,Review,2020-12-05 10:34:12,3,6.301,Review,1604959214723
2020-12-05 10:34:12,3,40,2.5,6.301,Review,2021-01-14 15:34:53,1,8.601,Review,1604959214723
2021-01-14 15:34:53,1,0.006944444444444444,2.3,8.601,Review,2021-01-14 15:36:09,3,6.318,Relearn,1604959214723
2021-01-14 15:36:09,3,2,2.3,6.318,Relearn,2021-01-16 23:12:40,3,8.838,Review,1604959214723
2021-01-16 23:12:40,3,5,2.3,8.838,Review,2021-01-21 13:50:37,3,5.354,Review,1604959214723
2021-01-21 13:50:37,3,11,2.3,5.354,Review,2021-02-01 12:11:57,3,6.518,Review,1604959214723
2021-02-01 12:11:57,3,27,2.3,6.518,Review,2021-02-28 18:33:44,3,5.637,Review,1604959214723
2021-02-28 18:33:44,3,62,2.3,5.637,Review,2021-05-01 10:43:56,3,12.1,Review,1604959214723
2021-05-01 10:43:56,3,138,2.3,12.1,Review,2021-09-16 19:12:58,3,6.925,Review,1604959214723
2020-11-09 23:12:46,3,0.006944444444444444,0.0,13.66,Learn,2020-11-09 23:19:34,3,6.014,Learn,1604959415445
2020-11-09 23:19:34,3,1,2.5,6.014,Learn,2020-11-10 20:18:20,3,20.51,Review,1604959415445
2020-11-10 20:18:20,3,2,2.5,20.51,Review,2020-11-12 14:19:29,3,8.958,Review,1604959415445
2020-11-12 14:19:29,3,6,2.5,8.958,Review,2020-11-18 14:44:26,3,16.633,Review,1604959415445
2020-11-18 14:44:26,3,13,2.5,16.633,Review,2020-12-01 14:05:19,3,10.181,Review,1604959415445
2020-12-01 14:05:19,3,30,2.5,10.181,Review,2020-12-31 11:01:12,3,9.32,Review,1604959415445
2020-12-31 11:01:12,3,71,2.5,9.32,Review,2021-03-12 04:10:34,3,8.871,Review,1604959415445
2021-03-12 04:10:34,3,184,2.5,8.871,Review,2021-09-13 22:44:47,3,4.625,Review,1604959415445
2020-11-11 21:48:57,3,0.006944444444444444,0.0,11.168,Learn,2020-11-11 21:49:44,3,39.533,Learn,1605010052222
2020-11-11 21:49:44,3,1,2.5,39.533,Learn,2020-11-12 14:18:30,3,7.767,Review,1605010052222
2020-11-12 14:18:30,3,2,2.5,7.767,Review,2020-11-14 11:07:50,3,7.595,Review,1605010052222
2020-11-14 11:07:50,3,4,2.5,7.595,Review,2020-11-18 14:40:26,3,12.027,Review,1605010052222
2020-11-18 14:40:26,3,11,2.5,12.027,Review,2020-11-29 10:26:53,3,8.11,Review,1605010052222
2020-11-29 10:26:53,3,26,2.5,8.11,Review,2020-12-25 12:48:12,3,18.535,Review,1605010052222
2020-12-25 12:48:12,3,61,2.5,18.535,Review,2021-02-24 14:12:53,4,30.411,Review,1605010052222
2021-02-24 14:12:53,4,194,2.65,30.411,Review,2021-09-07 00:13:38,3,18.401,Review,1605010052222
2020-11-11 21:49:04,3,0.006944444444444444,0.0,7.339,Learn,2020-11-11 21:49:50,3,6.195,Learn,1605010191676
2020-11-11 21:49:50,3,1,2.5,6.195,Learn,2020-11-12 14:18:22,3,6.175,Review,1605010191676
2020-11-12 14:18:22,3,4,2.5,6.175,Review,2020-11-16 16:06:51,3,6.54,Review,1605010191676
2020-11-16 16:06:51,3,10,2.5,6.54,Review,2020-11-26 09:35:49,3,6.725,Review,1605010191676
2020-11-26 09:35:49,3,27,2.5,6.725,Review,2020-12-23 11:06:38,3,5.471,Review,1605010191676
2020-12-23 11:06:38,3,66,2.5,5.471,Review,2021-02-27 19:30:56,3,10.135,Review,1605010191676
2021-02-27 19:30:56,3,162,2.5,10.135,Review,2021-08-11 23:01:19,3,7.987,Review,1605010191676
2020-11-12 09:44:20,3,0.006944444444444444,0.0,22.259,Learn,2020-11-12 09:47:24,3,11.407,Learn,1605105228556
2020-11-12 09:47:24,3,1,2.5,11.407,Learn,2020-11-13 13:57:14,3,7.15,Review,1605105228556
2020-11-13 13:57:14,3,2,2.5,7.15,Review,2020-11-15 13:59:45,3,9.566,Review,1605105228556
2020-11-15 13:59:45,3,4,2.5,9.566,Review,2020-11-19 13:50:35,4,6.083,Review,1605105228556
2020-11-19 13:50:35,4,13,2.65,6.083,Review,2020-12-02 16:01:08,3,10.465,Review,1605105228556
2020-12-02 16:01:08,3,37,2.65,10.465,Review,2021-01-08 12:41:21,3,17.259,Review,1605105228556
2021-01-08 12:41:21,3,101,2.65,17.259,Review,2021-04-19 22:07:36,3,8.031,Review,1605105228556
2020-11-11 21:53:08,3,0.006944444444444444,0.0,6.574,Learn,2020-11-12 09:42:54,3,8.264,Learn,1605105851640
2020-11-12 09:42:54,3,1,2.5,8.264,Learn,2020-11-13 13:57:32,3,6.95,Review,1605105851640
2020-11-13 13:57:32,3,3,2.5,6.95,Review,2020-11-16 16:03:55,3,5.084,Review,1605105851640
2020-11-16 16:03:55,3,6,2.5,5.084,Review,2020-11-22 10:22:56,3,4.215,Review,1605105851640
2020-11-22 10:22:56,3,15,2.5,4.215,Review,2020-12-07 18:47:45,3,4.585,Review,1605105851640
2020-12-07 18:47:45,3,38,2.5,4.585,Review,2021-01-14 15:24:19,3,6.96,Review,1605105851640
2021-01-14 15:24:19,3,94,2.5,6.96,Review,2021-04-18 10:05:03,2,17.656,Review,1605105851640
2021-04-18 10:05:03,2,112,2.35,17.656,Review,2021-08-12 19:18:51,1,12.057,Review,1605105851640
2021-08-12 19:18:51,1,0.006944444444444444,2.15,12.057,Review,2021-08-12 20:03:19,3,4.022,Relearn,1605105851640
2021-08-12 20:03:19,3,1,2.15,4.022,Relearn,2021-08-17 00:31:39,3,6.222,Review,1605105851640
2021-08-17 00:31:39,3,4,2.15,6.222,Review,2021-08-20 17:14:24,3,13.962,Review,1605105851640
2021-08-20 17:14:24,3,10,2.15,13.962,Review,2021-08-31 19:15:31,3,2.395,Review,1605105851640
